,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,ORCHIDS,TRANSPORT_FEES,EXPORT_TARIFF,IMPORT_TARIFF,SUNLIGHT,HUMIDITY,DAY,total_ask_vol,total_bid_vol,ask_vwap,bid_vwap,spread
49500,1083.0,7.0,1082.0,5.0,1076.0,48.0,1090.0,7.0,1091.0,5.0,1097.0,48.0,1086.5,109858.890625,1086.25,0.8,8.5,-4.5,1902.3937,77.939285,1,60.0,60.0,1095.6833333333334,1077.3166666666666,7.0
49600,1083.0,6.0,1082.0,4.0,1076.0,46.0,1090.0,6.0,1091.0,4.0,1097.0,46.0,1086.5,109858.890625,1086.25,0.8,8.5,-4.5,1901.915,77.95144,1,56.0,56.0,1095.8214285714287,1077.1785714285713,7.0
49700,1083.0,8.0,1082.0,5.0,1076.0,49.0,1090.0,8.0,1091.0,5.0,1097.0,49.0,1086.5,109858.890625,1086.75,0.8,8.5,-4.5,1901.4363,77.963585,1,62.0,62.0,1095.6129032258063,1077.3870967741937,7.0
49800,1083.0,7.0,1082.0,5.0,1076.0,45.0,1091.0,7.0,1092.0,5.0,1098.0,45.0,1087.0,109858.890625,1087.0,0.8,8.5,-4.5,1900.9575,77.97572,1,57.0,57.0,1096.6140350877192,1077.3859649122808,8.0
49900,1084.0,6.0,1083.0,4.0,1077.0,45.0,1091.0,6.0,1092.0,4.0,1098.0,45.0,1087.5,109858.890625,1087.25,0.8,8.5,-4.5,1900.4788,77.98787,1,55.0,55.0,1096.8,1078.2,7.0
50000,1083.0,6.0,1082.0,2.0,1076.0,42.0,1090.0,6.0,1091.0,2.0,1097.0,42.0,1086.5,109858.890625,1086.25,0.8,8.5,-4.5,1900.0,78.0,1,50.0,50.0,1095.92,1077.08,7.0
50100,1083.0,9.0,1082.0,4.0,1076.0,45.0,1090.0,9.0,1091.0,4.0,1098.0,45.0,1086.5,109858.890625,1086.75,1.2,8.5,-4.5,1899.5212,78.01213,1,58.0,58.0,1096.2758620689656,1077.5,7.0
50200,1084.0,6.0,1083.0,3.0,1076.0,43.0,1091.0,6.0,1092.0,3.0,1098.0,43.0,1087.5,109858.890625,1087.25,1.1,8.5,-4.5,1899.0425,78.024254,1,52.0,52.0,1096.8461538461538,1077.326923076923,7.0
50300,1085.0,10.0,1084.0,4.0,1078.0,50.0,1092.0,10.0,1093.0,4.0,1100.0,50.0,1088.5,109858.890625,1088.75,1.1,8.5,-4.5,1898.5637,78.03638,1,64.0,64.0,1098.3125,1079.46875,7.0
50400,1084.0,8.0,1083.0,4.0,1076.0,50.0,1091.0,8.0,1092.0,4.0,1098.0,50.0,1087.5,109858.890625,1087.25,1.1,8.5,-4.5,1898.085,78.0485,1,62.0,62.0,1096.7096774193549,1077.483870967742,7.0
50500,1082.0,9.0,1081.0,2.0,1075.0,39.0,1089.0,9.0,1090.0,2.0,1097.0,39.0,1085.5,109858.890625,1085.75,1.1,8.5,-4.5,1897.6063,78.060616,1,50.0,50.0,1095.28,1076.5,7.0
50600,1082.0,8.0,1081.0,3.0,1074.0,42.0,1089.0,8.0,1090.0,3.0,1097.0,42.0,1085.5,109858.890625,1085.5,1.1,8.5,-4.5,1897.1276,78.07272,1,53.0,53.0,1095.3962264150944,1075.6037735849056,7.0
50700,1082.0,9.0,1081.0,4.0,1074.0,41.0,1089.0,9.0,1090.0,4.0,1096.0,41.0,1085.5,109858.890625,1085.25,1.1,8.5,-4.5,1896.6488,78.08483,1,54.0,54.0,1094.388888888889,1075.851851851852,7.0
50800,1083.0,7.0,1082.0,3.0,1076.0,46.0,1090.0,7.0,1091.0,3.0,1098.0,46.0,1086.5,109858.890625,1086.75,1.1,8.5,-4.5,1896.1702,78.09694,1,56.0,56.0,1096.625,1077.1964285714287,7.0
50900,1083.0,5.0,1082.0,4.0,1075.0,43.0,1090.0,5.0,1091.0,4.0,1098.0,43.0,1086.5,109858.890625,1086.5,1.1,8.5,-4.5,1895.6914,78.10904,1,52.0,52.0,1096.6923076923076,1076.3076923076924,7.0
51000,1082.0,8.0,1081.0,5.0,1075.0,53.0,1089.0,8.0,1090.0,5.0,1097.0,53.0,1085.5,109858.890625,1085.75,1.1,8.5,-4.5,1895.2128,78.12114,1,66.0,66.0,1095.5,1076.3030303030303,7.0
51100,1081.0,10.0,1080.0,2.0,1074.0,46.0,1088.0,10.0,1089.0,2.0,1096.0,46.0,1084.5,109858.890625,1084.75,1.1,8.5,-4.5,1894.7341,78.13323,1,58.0,58.0,1094.3793103448277,1075.4137931034484,7.0
51200,1081.0,8.0,1080.0,5.0,1073.0,54.0,1088.0,8.0,1089.0,5.0,1096.0,54.0,1084.5,109858.890625,1084.5,1.1,8.5,-4.5,1894.2555,78.145325,1,67.0,67.0,1094.5223880597016,1074.4776119402984,7.0
51300,1082.0,10.0,1081.0,5.0,1074.0,50.0,1089.0,10.0,1090.0,5.0,1096.0,50.0,1085.5,109858.890625,1085.25,1.1,8.5,-4.5,1893.777,78.15741,1,65.0,65.0,1094.4615384615386,1075.7692307692307,7.0
51400,1083.0,8.0,1082.0,2.0,1075.0,54.0,1090.0,8.0,1091.0,2.0,1097.0,54.0,1086.5,109858.890625,1086.25,1.1,8.5,-4.5,1893.2983,78.169495,1,64.0,64.0,1095.9375,1076.21875,7.0
51500,1083.0,10.0,1082.0,5.0,1075.0,44.0,1090.0,10.0,1091.0,5.0,1098.0,44.0,1086.5,109858.890625,1086.5,1.1,8.5,-4.5,1892.8198,78.18158,1,59.0,59.0,1096.050847457627,1076.949152542373,7.0
51600,1084.0,7.0,1083.0,2.0,1076.0,42.0,1091.0,7.0,1092.0,2.0,1098.0,42.0,1087.5,109858.890625,1087.25,1.1,8.5,-4.5,1892.3413,78.19366,1,51.0,51.0,1096.8039215686274,1077.3725490196077,7.0
51700,1085.0,6.0,1084.0,2.0,1077.0,46.0,1092.0,6.0,1093.0,2.0,1099.0,46.0,1088.5,109858.890625,1088.25,1.1,8.5,-4.5,1891.8628,78.205734,1,54.0,54.0,1098.0,1078.148148148148,7.0
51800,1085.0,9.0,1084.0,3.0,1077.0,49.0,1092.0,9.0,1093.0,3.0,1099.0,49.0,1088.5,109858.890625,1088.25,1.1,8.5,-4.5,1891.3843,78.217804,1,61.0,61.0,1097.672131147541,1078.5245901639344,7.0
51900,1085.0,5.0,1084.0,2.0,1077.0,49.0,1092.0,5.0,1093.0,2.0,1099.0,49.0,1088.5,109858.890625,1088.25,1.1,8.5,-4.5,1890.9059,78.22987,1,56.0,56.0,1098.1607142857142,1077.9642857142858,7.0
52000,1084.0,6.0,1083.0,5.0,1076.0,53.0,1091.0,6.0,1092.0,5.0,1098.0,53.0,1087.5,109858.890625,1087.25,1.1,8.5,-4.5,1890.4275,78.24194,1,64.0,64.0,1096.875,1077.296875,7.0
52100,1083.0,7.0,1082.0,3.0,1076.0,50.0,1091.0,7.0,1092.0,3.0,1098.0,50.0,1087.0,109858.890625,1087.0,1.1,8.5,-4.5,1889.9491,78.254005,1,60.0,60.0,1096.8833333333334,1077.1166666666666,8.0
52200,1083.0,9.0,1082.0,4.0,1076.0,43.0,1091.0,9.0,1092.0,4.0,1098.0,43.0,1087.0,109858.890625,1087.0,1.1,8.5,-4.5,1889.4708,78.26607,1,56.0,56.0,1096.4464285714287,1077.5535714285713,8.0
52300,1083.0,8.0,1082.0,2.0,1075.0,48.0,1090.0,8.0,1091.0,2.0,1097.0,48.0,1086.5,109858.890625,1086.25,1.1,8.5,-4.5,1888.9926,78.27813,1,58.0,58.0,1095.8275862068965,1076.344827586207,7.0
52400,1084.0,7.0,1083.0,4.0,1076.0,46.0,1091.0,7.0,1092.0,4.0,1098.0,46.0,1087.5,109858.890625,1087.25,1.1,8.5,-4.5,1888.5143,78.290184,1,57.0,57.0,1096.719298245614,1077.4736842105262,7.0
52500,1084.0,5.0,1083.0,5.0,1076.0,47.0,1091.0,5.0,1092.0,5.0,1099.0,47.0,1087.5,109858.890625,1087.5,1.1,8.5,-4.5,1888.0361,78.30224,1,57.0,57.0,1097.6842105263158,1077.3157894736842,7.0
52600,1085.0,7.0,1084.0,3.0,1078.0,48.0,1092.0,7.0,1093.0,3.0,1100.0,48.0,1088.5,109858.890625,1088.75,1.1,8.5,-4.5,1887.558,78.31429,1,58.0,58.0,1098.6724137931035,1079.155172413793,7.0
52700,1085.0,5.0,1084.0,4.0,1078.0,41.0,1092.0,5.0,1093.0,4.0,1100.0,41.0,1088.5,109858.890625,1088.75,1.1,8.5,-4.5,1887.08,78.32635,1,50.0,50.0,1098.64,1079.18,7.0
52800,1086.0,10.0,1085.0,5.0,1078.0,60.0,1093.0,10.0,1094.0,5.0,1100.0,60.0,1089.5,109858.890625,1089.25,1.1,8.5,-4.5,1886.6019,78.338394,1,75.0,75.0,1098.6666666666667,1079.5333333333333,7.0
52900,1086.0,10.0,1085.0,5.0,1078.0,50.0,1093.0,10.0,1094.0,5.0,1100.0,50.0,1089.5,109858.890625,1089.25,1.1,8.5,-4.5,1886.1239,78.35044,1,65.0,65.0,1098.4615384615386,1079.7692307692307,7.0
53000,1085.0,6.0,1084.0,3.0,1078.0,55.0,1093.0,6.0,1094.0,3.0,1100.0,55.0,1089.0,109858.890625,1089.0,1.1,8.5,-4.5,1885.646,78.36249,1,64.0,64.0,1099.0625,1078.9375,8.0
53100,1086.0,7.0,1085.0,4.0,1079.0,47.0,1093.0,7.0,1094.0,4.0,1101.0,47.0,1089.5,109858.890625,1089.75,1.1,8.5,-4.5,1885.1681,78.37453,1,58.0,58.0,1099.551724137931,1080.2586206896551,7.0
53200,1085.0,7.0,1084.0,2.0,1078.0,45.0,1092.0,7.0,1093.0,2.0,1100.0,45.0,1088.5,109858.890625,1088.75,1.1,8.5,-4.5,1884.6903,78.386566,1,54.0,54.0,1098.7037037037037,1079.1296296296296,7.0
53300,1084.0,5.0,1083.0,3.0,1077.0,51.0,1091.0,5.0,1092.0,3.0,1099.0,51.0,1087.5,109858.890625,1087.75,1.1,8.5,-4.5,1884.2125,78.398605,1,59.0,59.0,1097.9661016949153,1077.8983050847457,7.0
53400,1086.0,10.0,1085.0,3.0,1078.0,47.0,1093.0,10.0,1094.0,3.0,1100.0,47.0,1089.5,109858.890625,1089.25,1.1,8.5,-4.5,1883.7349,78.410645,1,60.0,60.0,1098.5333333333333,1079.6833333333334,7.0
53500,1087.0,6.0,1086.0,4.0,1080.0,42.0,1094.0,6.0,1095.0,4.0,1102.0,42.0,1090.5,109858.890625,1090.75,1.1,8.5,-4.5,1883.2572,78.422676,1,52.0,52.0,1100.5384615384614,1081.2692307692307,7.0
53600,1087.0,7.0,1086.0,2.0,1080.0,53.0,1094.0,7.0,1095.0,2.0,1102.0,53.0,1090.5,109858.890625,1090.75,1.1,8.5,-4.5,1882.7797,78.434715,1,62.0,62.0,1100.8709677419354,1080.983870967742,7.0
53700,1087.0,9.0,1086.0,4.0,1079.0,46.0,1094.0,9.0,1095.0,4.0,1102.0,46.0,1090.5,109858.890625,1090.5,1.1,8.5,-4.5,1882.3021,78.44675,1,59.0,59.0,1100.3050847457628,1080.6949152542372,7.0
53800,1088.0,5.0,1087.0,2.0,1080.0,39.0,1095.0,5.0,1096.0,2.0,1102.0,39.0,1091.5,109858.890625,1091.25,1.1,8.5,-4.5,1881.8247,78.45878,1,46.0,46.0,1100.9782608695652,1081.1739130434783,7.0
53900,1088.0,8.0,1087.0,4.0,1081.0,47.0,1095.0,8.0,1096.0,4.0,1103.0,47.0,1091.5,109858.890625,1091.75,1.1,8.5,-4.5,1881.3474,78.4708,1,59.0,59.0,1101.4406779661017,1082.3559322033898,7.0
54000,1087.0,5.0,1086.0,5.0,1080.0,46.0,1094.0,5.0,1095.0,5.0,1102.0,46.0,1090.5,109858.890625,1090.75,1.1,8.5,-4.5,1880.8701,78.482834,1,56.0,56.0,1100.6607142857142,1081.1607142857142,7.0
54100,1088.0,6.0,1087.0,4.0,1081.0,45.0,1095.0,6.0,1096.0,4.0,1103.0,45.0,1091.5,109858.890625,1091.75,1.1,8.5,-4.5,1880.393,78.49486,1,55.0,55.0,1101.6181818181817,1082.2,7.0
54200,1087.0,8.0,1086.0,5.0,1080.0,49.0,1094.0,8.0,1095.0,5.0,1102.0,49.0,1090.5,109858.890625,1090.75,1.1,8.5,-4.5,1879.9158,78.50689,1,62.0,62.0,1100.4032258064517,1081.3870967741937,7.0
54300,1088.0,8.0,1087.0,4.0,1080.0,47.0,1095.0,8.0,1096.0,4.0,1102.0,47.0,1091.5,109858.890625,1091.25,1.1,8.5,-4.5,1879.4387,78.51891,1,59.0,59.0,1100.6440677966102,1081.5593220338983,7.0
54400,1088.0,5.0,1087.0,5.0,1081.0,47.0,1095.0,5.0,1096.0,5.0,1103.0,47.0,1091.5,109858.890625,1091.75,1.1,8.5,-4.5,1878.9618,78.53094,1,57.0,57.0,1101.6842105263158,1082.140350877193,7.0
54500,1088.0,10.0,1087.0,4.0,1081.0,53.0,1092.0,10.0,1095.0,10.0,1096.0,4.0,1090.0,109858.890625,1091.75,1.1,8.5,-4.5,1878.4849,78.54295,1,24.0,67.0,1093.9166666666667,1082.402985074627,4.0
54600,1088.0,6.0,1087.0,2.0,1080.0,51.0,1095.0,6.0,1096.0,2.0,1102.0,51.0,1091.5,109858.890625,1091.25,1.1,8.5,-4.5,1878.008,78.55498,1,59.0,59.0,1101.084745762712,1081.050847457627,7.0
54700,1087.0,8.0,1086.0,5.0,1080.0,53.0,1094.0,8.0,1095.0,5.0,1102.0,53.0,1090.5,109858.890625,1090.75,1.1,8.5,-4.5,1877.5314,78.567,1,66.0,66.0,1100.5,1081.3030303030303,7.0
54800,1086.0,7.0,1085.0,2.0,1078.0,47.0,1093.0,7.0,1094.0,2.0,1100.0,47.0,1089.5,109858.890625,1089.25,1.1,8.5,-4.5,1877.0548,78.57902,1,56.0,56.0,1098.9107142857142,1079.25,7.0
54900,1087.0,6.0,1086.0,2.0,1079.0,49.0,1094.0,6.0,1095.0,2.0,1101.0,49.0,1090.5,109858.890625,1090.25,1.1,8.5,-4.5,1876.5782,78.59104,1,57.0,57.0,1100.0526315789473,1080.0877192982457,7.0
55000,1087.0,9.0,1086.0,3.0,1079.0,54.0,1094.0,9.0,1095.0,3.0,1102.0,54.0,1090.5,109858.890625,1090.5,1.1,8.5,-4.5,1876.1018,78.60306,1,66.0,66.0,1100.590909090909,1080.409090909091,7.0
55100,1087.0,10.0,1086.0,5.0,1079.0,53.0,1094.0,10.0,1095.0,5.0,1102.0,53.0,1090.5,109858.890625,1090.5,1.1,8.5,-4.5,1875.6255,78.615074,1,68.0,68.0,1100.3088235294117,1080.6911764705883,7.0
55200,1086.0,7.0,1085.0,3.0,1078.0,40.0,1093.0,7.0,1094.0,3.0,1100.0,40.0,1089.5,109858.890625,1089.25,1.1,8.5,-4.5,1875.1492,78.62709,1,50.0,50.0,1098.66,1079.54,7.0
55300,1089.0,6.0,1086.0,8.0,1085.0,5.0,1093.0,8.0,1094.0,5.0,1101.0,57.0,1091.0,103336.2890625,1089.75,1.1,8.5,-4.5,1874.6731,78.639114,1,70.0,19.0,1099.5857142857142,1086.6842105263158,4.0
55400,1087.0,5.0,1086.0,2.0,1080.0,49.0,1091.0,4.0,1094.0,5.0,1095.0,2.0,1089.0,109870.2890625,1090.75,1.1,8.5,-4.5,1874.197,78.65113,1,11.0,56.0,1093.090909090909,1080.8392857142858,4.0
55500,1087.0,8.0,1086.0,4.0,1080.0,43.0,1095.0,8.0,1096.0,4.0,1102.0,43.0,1091.0,109870.2890625,1091.0,1.1,8.5,-4.5,1873.7211,78.66315,1,55.0,55.0,1100.5454545454545,1081.4545454545455,8.0
55600,1087.0,5.0,1086.0,2.0,1080.0,41.0,1095.0,5.0,1096.0,2.0,1102.0,41.0,1091.0,109870.2890625,1091.0,1.1,8.5,-4.5,1873.2452,78.67516,1,48.0,48.0,1101.0208333333333,1080.9791666666667,8.0
55700,1088.0,10.0,1087.0,3.0,1081.0,49.0,1095.0,10.0,1096.0,3.0,1103.0,49.0,1091.5,109870.2890625,1091.75,1.1,8.5,-4.5,1872.7695,78.68718,1,62.0,62.0,1101.3709677419354,1082.4193548387098,7.0
55800,1092.0,4.0,1087.0,8.0,1086.0,3.0,1094.0,8.0,1095.0,3.0,1102.0,53.0,1093.0,105517.890625,1090.75,1.1,8.5,-4.5,1872.2938,78.699196,1,64.0,15.0,1100.671875,1088.1333333333334,2.0
55900,1087.0,7.0,1086.0,2.0,1079.0,48.0,1094.0,7.0,1095.0,2.0,1101.0,48.0,1090.5,109885.890625,1090.25,1.1,8.5,-4.5,1871.8184,78.71121,1,57.0,57.0,1099.9298245614036,1080.2280701754387,7.0
56000,1087.0,9.0,1086.0,5.0,1079.0,48.0,1094.0,9.0,1095.0,5.0,1101.0,48.0,1090.5,109885.890625,1090.25,1.1,8.5,-4.5,1871.3429,78.72323,1,62.0,62.0,1099.5,1080.725806451613,7.0
56100,1086.0,8.0,1085.0,4.0,1079.0,49.0,1093.0,8.0,1094.0,4.0,1101.0,49.0,1089.5,109885.890625,1089.75,1.1,8.5,-4.5,1870.8677,78.735245,1,61.0,61.0,1099.4918032786886,1080.311475409836,7.0
56200,1086.0,6.0,1085.0,4.0,1078.0,46.0,1093.0,6.0,1094.0,4.0,1101.0,46.0,1089.5,109885.890625,1089.5,1.1,8.5,-5.0,1870.3925,78.74726,1,56.0,56.0,1099.642857142857,1079.357142857143,7.0
56300,1086.0,7.0,1085.0,3.0,1078.0,46.0,1093.0,7.0,1094.0,3.0,1101.0,46.0,1089.5,109885.890625,1089.5,1.1,8.5,-5.0,1869.9174,78.75928,1,56.0,56.0,1099.625,1079.375,7.0
56400,1089.0,5.0,1086.0,9.0,1085.0,3.0,1093.0,9.0,1094.0,3.0,1101.0,52.0,1091.0,104452.890625,1089.75,1.1,8.5,-5.0,1869.4425,78.77129,1,64.0,17.0,1099.546875,1086.7058823529412,4.0
56500,1086.0,10.0,1085.0,2.0,1079.0,49.0,1094.0,10.0,1095.0,2.0,1101.0,49.0,1090.0,109897.890625,1090.0,1.1,8.5,-5.0,1868.9677,78.78331,1,61.0,61.0,1099.655737704918,1080.344262295082,8.0
56600,1085.0,8.0,1084.0,3.0,1078.0,57.0,1089.0,8.0,1092.0,8.0,1093.0,3.0,1087.0,109897.890625,1088.75,1.1,8.5,-5.0,1868.4929,78.79533,1,19.0,68.0,1090.8947368421052,1079.0882352941176,4.0
56700,1086.0,5.0,1085.0,4.0,1079.0,35.0,1093.0,5.0,1094.0,4.0,1101.0,35.0,1089.5,109897.890625,1089.75,1.1,8.5,-5.0,1868.0184,78.80735,1,44.0,44.0,1099.4545454545455,1080.340909090909,7.0
56800,1086.0,10.0,1085.0,2.0,1079.0,54.0,1093.0,10.0,1094.0,2.0,1101.0,54.0,1089.5,109897.890625,1089.75,1.1,8.5,-5.0,1867.544,78.81937,1,66.0,66.0,1099.5757575757575,1080.2424242424242,7.0
56900,1086.0,8.0,1085.0,3.0,1079.0,44.0,1093.0,8.0,1094.0,3.0,1101.0,44.0,1089.5,109897.890625,1089.75,1.1,8.5,-5.0,1867.0696,78.83139,1,55.0,55.0,1099.4545454545455,1080.3454545454545,7.0
57000,1087.0,9.0,1086.0,2.0,1079.0,58.0,1094.0,9.0,1095.0,2.0,1101.0,58.0,1090.5,109897.890625,1090.25,1.1,8.5,-5.0,1866.5955,78.84341,1,69.0,69.0,1099.9130434782608,1080.2463768115942,7.0
57100,1087.0,9.0,1086.0,3.0,1080.0,52.0,1094.0,9.0,1095.0,3.0,1102.0,52.0,1090.5,109897.890625,1090.75,1.1,8.5,-5.0,1866.1213,78.85543,1,64.0,64.0,1100.546875,1081.265625,7.0
57200,1090.0,6.0,1087.0,10.0,1086.0,5.0,1094.0,10.0,1095.0,5.0,1102.0,47.0,1092.0,103372.2890625,1090.5,1.1,8.5,-5.0,1865.6475,78.867455,1,62.0,21.0,1100.1451612903227,1087.6190476190477,4.0
57300,1087.0,6.0,1086.0,2.0,1080.0,46.0,1094.0,6.0,1095.0,2.0,1102.0,46.0,1090.5,109912.2890625,1090.75,1.1,8.5,-5.0,1865.1737,78.87948,1,54.0,54.0,1100.851851851852,1081.0,7.0
57400,1087.0,5.0,1086.0,2.0,1079.0,43.0,1094.0,5.0,1095.0,2.0,1101.0,43.0,1090.5,109912.2890625,1090.25,1.1,8.5,-5.0,1864.7001,78.8915,1,50.0,50.0,1100.06,1080.08,7.0
57500,1089.0,5.0,1088.0,4.0,1081.0,49.0,1096.0,5.0,1097.0,4.0,1103.0,49.0,1092.5,109912.2890625,1092.25,1.1,8.5,-5.0,1864.2266,78.90353,1,58.0,58.0,1101.9827586206898,1082.1724137931035,7.0
57600,1087.0,9.0,1086.0,4.0,1080.0,51.0,1094.0,9.0,1095.0,4.0,1102.0,51.0,1090.5,109912.2890625,1090.75,1.1,8.5,-5.0,1863.7532,78.91555,1,64.0,64.0,1100.4375,1081.359375,7.0
57700,1086.0,6.0,1085.0,5.0,1079.0,54.0,1093.0,6.0,1094.0,5.0,1101.0,54.0,1089.5,109912.2890625,1089.75,1.1,8.5,-5.0,1863.2799,78.92758,1,65.0,65.0,1099.7230769230769,1080.1076923076923,7.0
57800,1089.0,6.0,1086.0,9.0,1085.0,5.0,1093.0,9.0,1094.0,5.0,1101.0,49.0,1091.0,103392.6875,1089.5,1.1,8.5,-5.0,1862.8069,78.939606,1,63.0,20.0,1099.3015873015872,1086.65,4.0
57900,1087.0,8.0,1086.0,5.0,1080.0,51.0,1094.0,8.0,1095.0,5.0,1102.0,51.0,1090.5,109926.6875,1090.75,1.1,8.5,-5.0,1862.334,78.95164,1,64.0,64.0,1100.453125,1081.34375,7.0
58000,1086.0,5.0,1085.0,2.0,1079.0,50.0,1093.0,5.0,1094.0,2.0,1101.0,50.0,1089.5,109926.6875,1089.75,1.1,8.5,-5.0,1861.8612,78.96367,1,57.0,57.0,1100.0526315789473,1079.8245614035088,7.0
58100,1086.0,7.0,1085.0,5.0,1078.0,43.0,1093.0,7.0,1094.0,5.0,1100.0,43.0,1089.5,109926.6875,1089.25,1.1,8.5,-5.0,1861.3885,78.97571,1,55.0,55.0,1098.5636363636363,1079.6545454545455,7.0
58200,1084.0,8.0,1083.0,2.0,1077.0,55.0,1091.0,8.0,1092.0,2.0,1099.0,55.0,1087.5,109926.6875,1087.75,1.1,8.5,-5.0,1860.916,78.98774,1,65.0,65.0,1097.8,1078.0461538461539,7.0
58300,1087.0,10.0,1084.0,10.0,1083.0,4.0,1091.0,10.0,1092.0,4.0,1099.0,51.0,1089.0,99080.6875,1087.5,1.1,8.5,-5.0,1860.4437,78.99978,1,65.0,24.0,1097.3384615384616,1085.0833333333333,4.0
58400,1084.0,8.0,1083.0,3.0,1076.0,42.0,1091.0,8.0,1092.0,3.0,1098.0,42.0,1087.5,109950.6875,1087.25,1.1,8.5,-5.0,1859.9716,79.01182,1,53.0,53.0,1096.6037735849056,1077.6037735849056,7.0
58500,1081.0,10.0,1080.0,3.0,1074.0,50.0,1088.0,10.0,1089.0,3.0,1096.0,50.0,1084.5,109950.6875,1084.75,1.1,8.5,-5.0,1859.4995,79.02386,1,63.0,63.0,1094.3968253968253,1075.3968253968253,7.0
58600,1081.0,10.0,1080.0,5.0,1073.0,50.0,1088.0,10.0,1089.0,5.0,1095.0,50.0,1084.5,109950.6875,1084.25,1.1,8.5,-5.0,1859.0277,79.0359,1,65.0,65.0,1093.4615384615386,1074.7692307692307,7.0
58700,1081.0,9.0,1080.0,4.0,1073.0,48.0,1088.0,9.0,1089.0,4.0,1095.0,48.0,1084.5,109950.6875,1084.25,1.1,8.5,-5.0,1858.556,79.04794,1,61.0,61.0,1093.5737704918033,1074.639344262295,7.0
58800,1080.0,9.0,1079.0,3.0,1072.0,53.0,1087.0,9.0,1088.0,3.0,1094.0,53.0,1083.5,109950.6875,1083.25,1.1,8.5,-5.0,1858.0845,79.05999,1,65.0,65.0,1092.753846153846,1073.4307692307693,7.0
58900,1080.0,7.0,1079.0,3.0,1072.0,49.0,1087.0,7.0,1088.0,3.0,1094.0,49.0,1083.5,109950.6875,1083.25,1.1,8.5,-5.0,1857.6132,79.07204,1,59.0,59.0,1092.864406779661,1073.3050847457628,7.0
59000,1079.0,10.0,1078.0,4.0,1071.0,47.0,1086.0,10.0,1087.0,4.0,1093.0,47.0,1082.5,109950.6875,1082.25,1.1,8.5,-5.0,1857.142,79.08408,1,61.0,61.0,1091.4590163934427,1072.7704918032787,7.0
59100,1079.0,5.0,1078.0,3.0,1072.0,52.0,1086.0,5.0,1087.0,3.0,1094.0,52.0,1082.5,109950.6875,1082.75,1.1,8.5,-5.0,1856.671,79.09614,1,60.0,60.0,1092.9833333333333,1072.8833333333334,7.0
59200,1081.0,9.0,1080.0,2.0,1073.0,48.0,1088.0,9.0,1089.0,2.0,1095.0,48.0,1084.5,109950.6875,1084.25,1.1,8.5,-5.0,1856.2002,79.10819,1,59.0,59.0,1093.7288135593221,1074.457627118644,7.0
59300,1081.0,8.0,1080.0,2.0,1074.0,48.0,1088.0,8.0,1089.0,2.0,1096.0,48.0,1084.5,109950.6875,1084.75,1.1,8.5,-5.0,1855.7295,79.12025,1,58.0,58.0,1094.655172413793,1075.1724137931035,7.0
59400,1083.0,10.0,1082.0,3.0,1075.0,48.0,1090.0,10.0,1091.0,3.0,1097.0,48.0,1086.5,109950.6875,1086.25,1.1,8.5,-5.0,1855.259,79.13231,1,61.0,61.0,1095.5573770491803,1076.655737704918,7.0
59500,1082.0,9.0,1081.0,5.0,1074.0,43.0,1089.0,9.0,1090.0,5.0,1096.0,43.0,1085.5,109950.6875,1085.25,1.1,8.5,-5.0,1854.7887,79.14437,1,57.0,57.0,1094.3684210526317,1075.877192982456,7.0
59600,1082.0,5.0,1081.0,4.0,1074.0,43.0,1089.0,5.0,1090.0,4.0,1096.0,43.0,1085.5,109950.6875,1085.25,1.1,8.5,-5.0,1854.3186,79.15643,1,52.0,52.0,1094.8653846153845,1075.3076923076924,7.0
59700,1081.0,8.0,1080.0,5.0,1074.0,45.0,1088.0,8.0,1089.0,5.0,1096.0,45.0,1084.5,109950.6875,1084.75,1.1,8.5,-5.0,1853.8486,79.1685,1,58.0,58.0,1094.2931034482758,1075.4827586206898,7.0
59800,1081.0,6.0,1080.0,3.0,1074.0,53.0,1088.0,6.0,1089.0,3.0,1096.0,53.0,1084.5,109950.6875,1084.75,1.1,8.5,-5.0,1853.3788,79.18057,1,62.0,62.0,1094.8870967741937,1074.967741935484,7.0
59900,1080.0,9.0,1079.0,4.0,1073.0,42.0,1087.0,9.0,1088.0,4.0,1095.0,42.0,1083.5,109950.6875,1083.75,1.1,8.5,-5.0,1852.9093,79.19264,1,55.0,55.0,1093.1818181818182,1074.581818181818,7.0
60000,1078.0,6.0,1077.0,4.0,1070.0,51.0,1085.0,6.0,1086.0,4.0,1092.0,51.0,1081.5,109950.6875,1081.25,1.1,8.5,-5.0,1852.4398,79.20472,1,61.0,61.0,1090.9180327868853,1071.2459016393443,7.0
60100,1078.0,6.0,1077.0,3.0,1070.0,42.0,1085.0,6.0,1086.0,3.0,1093.0,42.0,1081.5,109950.6875,1081.5,1.1,8.5,-5.0,1851.9707,79.2168,1,51.0,51.0,1091.6470588235295,1071.3529411764705,7.0
60200,1078.0,7.0,1077.0,2.0,1070.0,43.0,1085.0,7.0,1086.0,2.0,1092.0,43.0,1081.5,109950.6875,1081.25,1.1,8.5,-5.0,1851.5016,79.228874,1,52.0,52.0,1090.826923076923,1071.3461538461538,7.0
